"fs8_1","sfs8_1","fs8_2","sfs8_2","fs8_3","sfs8_3","fs8_4","sfs8_4","fs8_5","sfs8_5","fs8_6","sfs8_6","fs8_7","sfs8_7","fs8_8","sfs8_8","fs8_9","sfs8_9","fs8_10","sfs8_10","fs8_11","sfs8_11","fs8_12","sfs8_12","fs8_13","sfs8_13","fs8_14","sfs8_14","fs8_15","sfs8_15","fs8_16","sfs8_16","target"
0.028756548052084118,0.006290788321147819,0.033717192105657864,0.006169872581862094,0.03844940215364735,0.0060604502363361965,0.04282256931228353,0.0059882401668690825,0.04674833724829909,0.00595491347458991,0.053096120899441046,0.00595373218048494,0.055510725083984226,0.005957139564520018,0.057447809664651815,0.00595003274009808,0.05894417815021534,0.005927887794176261,0.06004263336404874,0.005889363513425863,0.06078836355201897,0.005835153649202372,0.06122628295473788,0.005767064657679143,0.06139934719633647,0.005687379746058297,0.061347360189760475,0.005598463232206979,0.0611065472535869,0.005502540477525622,0.06070916596745055,0.005401588082271347,0.0
0.029505863744660358,0.006290788321147819,0.03454206103142594,0.006169872581862094,0.03934049840925023,0.0060604502363361965,0.04376983935041438,0.0059882401668690825,0.047741498619448375,0.00595491347458991,0.05415146192079591,0.00595373218048494,0.056583747818707925,0.005957139564520018,0.05853081769348563,0.00595003274009808,0.06003051013590483,0.005927887794176261,0.0611266589391884,0.005889363513425863,0.06186543268878493,0.005835153649202372,0.06229264169535031,0.005767064657679143,0.06245203844940405,0.005687379746058297,0.06238411602153948,0.005598463232206979,0.06212568602724547,0.005502540477525622,0.06170949406414397,0.005401588082271347,0.0
0.030265138617387385,0.006290788321147819,0.03537760526975622,0.006169872581862094,0.04024280841359562,0.0060604502363361965,0.044728688863564785,0.0059882401668690825,0.048746445775196046,0.00595491347458991,0.05521860423582078,0.00595373218048494,0.05766842733933287,0.005957139564520018,0.059625266799826396,0.00595003274009808,0.06112801643543376,0.005927887794176261,0.062221558122674436,0.005889363513425863,0.06295305471606334,0.005835153649202372,0.06336922344967759,0.005767064657679143,0.06351462182790572,0.005687379746058297,0.06343043792728649,0.005598463232206979,0.0631540736747129,0.005502540477525622,0.062718765267405,0.005401588082271347,0.0
0.031033984628385036,0.006290788321147819,0.03622338488146584,0.006169872581862094,0.04115584284809304,0.0060604502363361965,0.04569858268050782,0.0059882401668690825,0.04976260204470657,0.00595491347458991,0.056296903233677156,0.00595373218048494,0.05876409297872266,0.005957139564520018,0.060730465429634464,0.00595003274009808,0.062235989487154565,0.005927887794176261,0.06332661182518577,0.005889363513425863,0.06405050303324927,0.005835153649202372,0.06445529763358497,0.005767064657679143,0.06458636580603988,0.005687379746058297,0.06448559602016346,0.005598463232206979,0.06419098410341245,0.005502540477525622,0.06373625905395573,0.005401588082271347,0.0
0.03181201136157128,0.006290788321147819,0.037078957827865106,0.006169872581862094,0.04207911072402454,0.0060604502363361965,0.046678984542248725,0.0059882401668690825,0.050789390369110204,0.00595491347458991,0.05738571556045008,0.00595373218048494,0.059870076209239946,0.005957139564520018,0.061845725051118336,0.00595003274009808,0.06335372560985604,0.005927887794176261,0.06444110565186792,0.005889363513425863,0.06515705648947959,0.005835153649202372,0.06555013979932607,0.005767064657679143,0.06566654560733089,0.005687379746058297,0.06554886770102841,0.005598463232206979,0.06523569897375334,0.005502540477525622,0.0647612630476269,0.005401588082271347,0.0
0.03259890981663606,0.006290788321147819,0.03794397340181642,0.006169872581862094,0.04301222171221812,0.0060604502363361965,0.04766946745323432,0.0059882401668690825,0.05182635070476997,0.00595491347458991,0.05848452763568058,0.00595373218048494,0.06098584325776084,0.005957139564520018,0.06297049596326983,0.00595003274009808,0.06448066317217845,0.005927887794176261,0.06556446968126196,0.005889363513425863,0.06627214010652491,0.005835153649202372,0.06665317272285405,0.005767064657679143,0.0667545841587982,0.005687379746058297,0.06661967805712787,0.005598463232206979,0.06628764718940988,0.005502540477525622,0.06579321131297279,0.005401588082271347,0.0
0.033394363721613626,0.006290788321147819,0.03881807327683696,0.006169872581862094,0.04395477764797223,0.0060604502363361965,0.0486695964916358,0.0059882401668690825,0.05287301518565835,0.00595491347458991,0.05959281864157092,0.00595373218048494,0.06211085353889027,0.005957139564520018,0.06410422213252144,0.00595003274009808,0.06561623471906154,0.005927887794176261,0.06669612868644398,0.005889363513425863,0.06739517411234529,0.005835153649202372,0.06776381487901634,0.005767064657679143,0.06784990055146237,0.005687379746058297,0.06769744877182204,0.005598463232206979,0.06734625464632481,0.005502540477525622,0.06683153526568143,0.005401588082271347,0.0
0.03419808052251659,0.006290788321147819,0.03970092598298454,0.006169872581862094,0.04490641029604704,0.0060604502363361965,0.049678969625238475,0.0059882401668690825,0.05392895153829942,0.00595491347458991,0.060710108028198255,0.00595373218048494,0.06324460867211071,0.005957139564520018,0.06524639138697631,0.00595003274009808,0.0667599180389629,0.005927887794176261,0.06783555380060298,0.005889363513425863,0.06852562596175162,0.005835153649202372,0.06888153260606593,0.005767064657679143,0.06895196216833628,0.005687379746058297,0.06878165006449781,0.005598463232206979,0.06841099585908353,0.005502540477525622,0.06787571488258766,0.005401588082271347,0.0
0.03500958988575734,0.006290788321147819,0.04059200237826751,0.006169872581862094,0.0458665356087713,0.0060604502363361965,0.05069695283885071,0.0059882401668690825,0.05499348150912026,0.00595491347458991,0.06183564776802887,0.00595373218048494,0.0643863351557377,0.005957139564520018,0.06639621068301883,0.00595003274009808,0.06791090601571996,0.005927887794176261,0.06898192874883956,0.005889363513425863,0.06966267453608198,0.005835153649202372,0.07000550365558184,0.005767064657679143,0.07005994876936282,0.005687379746058297,0.06987146631097564,0.005598463232206979,0.06948106194940984,0.005502540477525622,0.06892494974301527,0.005401588082271347,0.0
0.03582896934794633,0.006290788321147819,0.041491384243546155,0.006169872581862094,0.0468352384799719,0.0060604502363361965,0.05172363328355308,0.0059882401668690825,0.056066693910604405,0.00595491347458991,0.06296952910507986,0.00595373218048494,0.06553612530318952,0.005957139564520018,0.06755377340038259,0.00595003274009808,0.06906929310032639,0.005927887794176261,0.07013534903527527,0.005889363513425863,0.0708064163351963,0.005835153649202372,0.07113582542273476,0.005767064657679143,0.07117395850602717,0.005687379746058297,0.07096699625062068,0.005598463232206979,0.07055655205738269,0.005502540477525622,0.06997933919199364,0.005401588082271347,0.0
