"fs8_1","sfs8_1","fs8_2","sfs8_2","fs8_3","sfs8_3","fs8_4","sfs8_4","fs8_5","sfs8_5","fs8_6","sfs8_6","fs8_7","sfs8_7","fs8_8","sfs8_8","fs8_9","sfs8_9","fs8_10","sfs8_10","fs8_11","sfs8_11","fs8_12","sfs8_12","fs8_13","sfs8_13","fs8_14","sfs8_14","fs8_15","sfs8_15","fs8_16","sfs8_16","target"
0.02875654600367777,0.006290788321147819,0.0337171899883853,0.006169872581862094,0.03844939968476317,0.0060604502363361965,0.04282256665351833,0.0059882401668690825,0.046748334488195424,0.00595491347458991,0.053096117750282446,0.00595373218048494,0.05551072199755668,0.005957139564520018,0.0574478063680147,0.00595003274009808,0.058944174763342766,0.005927887794176261,0.06004263004140535,0.005889363513425863,0.06078836026926834,0.005835153649202372,0.06122627951893869,0.005767064657679143,0.06139934374979298,0.005687379746058297,0.061347356760965595,0.005598463232206979,0.061106543943003605,0.005502540477525622,0.06070916262316091,0.005401588082271347,0.0
0.029932026369568186,0.006290788321147819,0.035011067845739374,0.006169872581862094,0.03984702166567372,0.0060604502363361965,0.04430814431039967,0.0059882401668690825,0.048305727418153685,0.00595491347458991,0.0547507002738608,0.00595373218048494,0.057192876850038654,0.005957139564520018,0.05914547347587269,0.00595003274009808,0.060646920615991244,0.005927887794176261,0.061741639938968765,0.005889363513425863,0.062476357799086585,0.005835153649202372,0.06289739350348263,0.005767064657679143,0.06304895201578967,0.005687379746058297,0.0629719167936756,0.005598463232206979,0.06270343132085905,0.005502540477525622,0.06227651678856387,0.005401588082271347,0.0
0.031131248559733097,0.006290788321147819,0.036330359540084886,0.006169872581862094,0.041271299379846124,0.0060604502363361965,0.04582120311504601,0.0059882401668690825,0.049891044089291986,0.00595491347458991,0.05643314426283392,0.00595373218048494,0.05890250187941213,0.005957139564520018,0.060870053214522164,0.00595003274009808,0.062375904060629435,0.005927887794176261,0.0634661361002232,0.005889363513425863,0.06418904731019844,0.005835153649202372,0.06459238802023988,0.005767064657679143,0.06472163138180337,0.005687379746058297,0.06461875411576025,0.005598463232206979,0.06432182697761714,0.005502540477525622,0.06386464076762809,0.005401588082271347,0.0
0.03235290944855426,0.006290788321147819,0.037673586193020636,0.006169872581862094,0.04272058664337047,0.0060604502363361965,0.047359941607305486,0.0059882401668690825,0.05150234263499093,0.00595491347458991,0.05814127870099972,0.00595373218048494,0.06063733866181132,0.005957139564520018,0.06261921747167291,0.00595003274009808,0.06412874398463127,0.005927887794176261,0.06521369969023931,0.005889363513425863,0.06592398589453544,0.005835153649202372,0.06630880802806656,0.005767064657679143,0.06641492492362139,0.005687379746058297,0.06628541857517548,0.005598463232206979,0.06595929472507228,0.005502540477525622,0.06547111822336231,0.005401588082271347,0.0
0.03359568253476337,0.006290788321147819,0.03903924584787426,0.006169872581862094,0.044193215419325665,0.0060604502363361965,0.048922538554241855,0.0059882401668690825,0.05313766426708562,0.00595491347458991,0.0598729230355286,0.00595373218048494,0.06239512343164509,0.005957139564520018,0.0643906371061846,0.00595003274009808,0.06590306253727793,0.005927887794176261,0.06698191929170128,0.005889363513425863,0.06767874199687927,0.005835153649202372,0.06804421349433458,0.005767064657679143,0.06812639406582979,0.005687379746058297,0.06796948137711895,0.005598463232206979,0.067613422407191,0.005502540477525622,0.06709355920125783,0.005401588082271347,0.0
0.03485820464391813,0.006290788321147819,0.04042579857989915,0.006169872581862094,0.04568747949321722,0.0060604502363361965,0.05050713534419638,0.0059882401668690825,0.054795014515263245,0.00595491347458991,0.061625866517252055,0.00595373218048494,0.0641735656704101,0.005957139564520018,0.0661819599095643,0.00595003274009808,0.06769646258129859,0.005927887794176261,0.0687683679550014,0.005889363513425863,0.06945087216307766,0.005835153649202372,0.06979615593217037,0.005767064657679143,0.06985359498988164,0.005687379746058297,0.06966851143520564,0.005598463232206979,0.06928179825750208,0.005502540477525622,0.06872957654760099,0.005401588082271347,0.0
0.0361399428371407,0.006290788321147819,0.041832632162531205,0.006169872581862094,0.04720269060497942,0.0060604502363361965,0.0521129731666071,0.0059882401668690825,0.056473571281866426,0.00595491347458991,0.06339918668434426,0.00595373218048494,0.06597170663416857,0.005957139564520018,0.06799219982779582,0.00595003274009808,0.06950793904786297,0.005927887794176261,0.07057202900136318,0.005889363513425863,0.07123935451488006,0.005835153649202372,0.0715636136668744,0.005767064657679143,0.07159551066773415,0.005687379746058297,0.07138149994027247,0.005598463232206979,0.07096342449164258,0.005502540477525622,0.07037818565489024,0.005401588082271347,0.0
0.037439562559169866,0.006290788321147819,0.04325824314568181,0.006169872581862094,0.04873718771147059,0.0060604502363361965,0.05373824791124591,0.0059882401668690825,0.05817140430147767,0.00595491347458991,0.06519075645563391,0.00595373218048494,0.06778734872667533,0.005957139564520018,0.06981910623254267,0.00595003274009808,0.07133520429335119,0.005927887794176261,0.0723905920473332,0.005889363513425863,0.07304186834723486,0.005835153649202372,0.07334426624652385,0.005767064657679143,0.07334982972896284,0.005687379746058297,0.0731061518418937,0.005598463232206979,0.07265602820404496,0.005502540477525622,0.07203714036263566,0.005401588082271347,0.0
0.038756242532252676,0.006290788321147819,0.044701702132268116,0.006169872581862094,0.05028994022032776,0.0060604502363361965,0.05538183717428683,0.0059882401668690825,0.059887310590759385,0.00595491347458991,0.06699924914003393,0.00595373218048494,0.06961912230592412,0.005957139564520018,0.07166127832557807,0.00595003274009808,0.07317683707472344,0.005927887794176261,0.07422262483452155,0.005889363513425863,0.07485697846043603,0.005835153649202372,0.0751366822753148,0.005767064657679143,0.07511513008702725,0.005687379746058297,0.07484105875876086,0.005598463232206979,0.07435821814737847,0.005502540477525622,0.07370506916595236,0.005401588082271347,0.0
0.04008912657736164,0.006290788321147819,0.046162042617054644,0.006169872581862094,0.05185987901056319,0.0060604502363361965,0.057042579350209725,0.0059882401668690825,0.06162004795060741,0.00595491347458991,0.06882330038762761,0.00595373218048494,0.0714656214186241,0.005957139564520018,0.07351728057743484,0.00595003274009808,0.07503138313540926,0.005927887794176261,0.07606666386948593,0.005889363513425863,0.07668322019951435,0.005835153649202372,0.07693940263996603,0.005767064657679143,0.07688996360451639,0.005687379746058297,0.07658478783652622,0.005598463232206979,0.07606858008104896,0.005502540477525622,0.07538057894467215,0.005401588082271347,0.0
